chapter,line,character,pinyin,locked_term,expected_rendering,rendering_present,alignment_confidence,alignment_method,our_english_for_this_line
53,1,我,wǒ,我 & 吾,the self seen,NOT FOUND,1.0,exact-count,"If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it."
53,1,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it."
53,1,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it."
53,2,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"The great Tao is very level, yet people love to take shortcuts."
53,4,利,lì,無 & 有,advantage,NOT FOUND,1.0,exact-count,"Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods —"
53,4,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods —"
53,4,貨,huò,貨,goods,yes,1.0,exact-count,"Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods —"
53,5,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,This exposes the ringleader of thieves. It is not the Tao\!
54,1,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,What is masterfully planted cannot be uprooted. What is masterfully embraced cannot slip away.
54,1,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,What is masterfully planted cannot be uprooted. What is masterfully embraced cannot slip away.
54,2,德,dé,德,integrity,yes,0.3,proportional,"Descendants will never cease offering sacrifices honoring this. Cultivate this in your body, and its integrity becomes authentic."
54,3,德,dé,德,integrity,yes,0.3,proportional,"Cultivate this in your family, and its integrity becomes abundant."
54,4,德,dé,德,integrity,yes,0.3,proportional,"Cultivate this in your community, and its integrity becomes long-lasting. Cultivate this in your nation, and its integrity becomes bountiful."
54,5,德,dé,德,integrity,yes,0.3,proportional,"Cultivate this in the world, and its integrity becomes universal."
54,6,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"Therefore, observe the self through your own self. Observe the family through your family."
54,6,德,dé,德,integrity,NOT FOUND,0.3,proportional,"Therefore, observe the self through your own self. Observe the family through your family."
54,8,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,Observe the nation through your nation. Observe the world through the world.
54,8,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,Observe the nation through your nation. Observe the world through the world.
54,9,吾,Wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,How do I know the world is so? By this.
54,9,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,How do I know the world is so? By this.
55,1,德,dé,德,integrity,yes,0.3,proportional,"A person with abundant integrity is like a newborn. Venomous creatures do not sting them,"
55,3,弱,ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,0.3,proportional,"Their bones are yielding and their muscles soft, yet their grasp is firm."
55,4,精,jīng,精,vital essence / essence,yes,0.3,proportional,"They do not yet know the union of female and male, yet their whole being quickens with life — this is vital essence at its utmost. It cries all day and never goes hoarse — this is harmony at its utmost."
55,6,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,To force life to increase is an ill omen.
55,6,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,To force life to increase is an ill omen.
55,6,明,míng,明,clear-seeing / clarity,NOT FOUND,0.3,proportional,To force life to increase is an ill omen.
55,7,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,"When the heart drives the vital energy, that is called strong. When things reach their prime, they decay."
55,7,心,Xīn,心,heart,yes,0.3,proportional,"When the heart drives the vital energy, that is called strong. When things reach their prime, they decay."
55,7,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,"When the heart drives the vital energy, that is called strong. When things reach their prime, they decay."
55,8,物,Wù,萬物,things / something,NOT FOUND,0.3,proportional,This is called not-Tao. Not-Tao comes to an early end.
55,8,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,This is called not-Tao. Not-Tao comes to an early end.
55,8,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,This is called not-Tao. Not-Tao comes to an early end.
56,5,玄,xuán,玄 & 妙,dark or profound,NOT FOUND,0.3,proportional,This is called the profound union.
56,7,利,lì,無 & 有,advantage,NOT FOUND,0.3,proportional,"neither benefit nor harm them,"
56,9,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"And so, they become the most honored in the world."
56,9,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"And so, they become the most honored in the world."
57,2,用,yòng,無 & 有,use,NOT FOUND,1.0,exact-count,"wage war with surprise,"
57,3,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,1.0,exact-count,and win the world by not meddling.
57,3,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,and win the world by not meddling.
57,3,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,and win the world by not meddling.
57,4,吾,Wú,我 & 吾,the self seeing,NOT FOUND,1.0,exact-count,How do I know it is so? By this:
57,5,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,"The more taboos in the world, the poorer the people become."
57,6,利,lì,無 & 有,advantage,NOT FOUND,1.0,exact-count,"The more sharp weapons the people have, the darker the state becomes."
57,6,器,qì,器,vessel / tool / implement,NOT FOUND,1.0,exact-count,"The more sharp weapons the people have, the darker the state becomes."
57,7,物,wù,萬物,things / something,NOT FOUND,1.0,exact-count,"The more cunning people become, the more strange contrivances appear."
57,8,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"The more laws are proclaimed, the more thieves there are."
57,10,我,Wǒ,我 & 吾,the self seen,NOT FOUND,1.0,exact-count,"I do not do, and the people transform themselves."
57,10,為,wéi,為,do / handle / serve as,yes,1.0,exact-count,"I do not do, and the people transform themselves."
57,10,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"I do not do, and the people transform themselves."
57,11,我,Wǒ,我 & 吾,the self seen,NOT FOUND,1.0,exact-count,"I love stillness, and the people right themselves."
57,12,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,1.0,exact-count,"I do not meddle, and the people enrich themselves."
57,12,我,Wǒ,我 & 吾,the self seen,NOT FOUND,1.0,exact-count,"I do not meddle, and the people enrich themselves."
57,12,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"I do not meddle, and the people enrich themselves."
57,13,我,Wǒ,我 & 吾,the self seen,NOT FOUND,1.0,exact-count,"I am desireless, and the people become plain of themselves."
57,13,樸,pǔ,樸,uncarved wood / the uncarved,NOT FOUND,1.0,exact-count,"I am desireless, and the people become plain of themselves."
57,13,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"I am desireless, and the people become plain of themselves."
58,5,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,Who knows where it ends? It has no fixed norm —
58,6,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,1.0,exact-count,"The straight turns crooked, the good turns monstrous."
58,6,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,"The straight turns crooked, the good turns monstrous."
58,6,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,"The straight turns crooked, the good turns monstrous."
59,1,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,1.0,exact-count,"When governing people and serving nature, nothing compares to conserving."
59,1,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),yes,1.0,exact-count,"When governing people and serving nature, nothing compares to conserving."
59,3,德,dé,德,integrity,yes,1.0,exact-count,"returning early is called a heavy accumulation of integrity,"
59,4,德,dé,德,integrity,yes,1.0,exact-count,"a heavy accumulation of integrity is when nothing cannot be overcome,"
59,4,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"a heavy accumulation of integrity is when nothing cannot be overcome,"
59,5,無,Wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"when nothing cannot be overcome, no one knows its limit,"
59,6,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"when no one knows its limit, one can maintain the state."
59,7,有,Yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"Holding the mother of the state, one can last long."
59,7,母,mǔ,母,mother,yes,1.0,exact-count,"Holding the mother of the state, one can last long."
59,8,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"This is called the Tao of deep roots, firm base, long life, and enduring vision."
59,8,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"This is called the Tao of deep roots, firm base, long life, and enduring vision."
60,2,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,"Oversee the world with the Tao, and the ghosts lose their potency,"
60,2,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"Oversee the world with the Tao, and the ghosts lose their potency,"
60,5,德,dé,德,integrity,yes,1.0,exact-count,"And since the two do no harm to each other, their integrity converges and returns."
61,2,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,The female always overcomes the male by stillness.
61,2,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,The female always overcomes the male by stillness.
61,3,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,By stillness she is underneath.
61,3,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,By stillness she is underneath.
61,8,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,Both get what they want.
61,9,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,The large one ought to be underneath.
62,1,物,wù,萬物,things / something,yes,0.3,proportional,"The Tao is the sanctuary of the countless things, the treasure of those who are masterful,"
62,1,萬,wàn,萬物,countless,yes,0.3,proportional,"The Tao is the sanctuary of the countless things, the treasure of those who are masterful,"
62,1,道,Dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"The Tao is the sanctuary of the countless things, the treasure of those who are masterful,"
62,2,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,0.3,proportional,the safekeeping of those who are not.
62,2,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,0.3,proportional,the safekeeping of those who are not.
62,4,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,"Fine conduct can raise a person above others. So when a person is unmasterful, why abandon them?"
62,4,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"Fine conduct can raise a person above others. So when a person is unmasterful, why abandon them?"
62,5,公,gōng,公,impartiality / impartial (the quality) · lord / minister (the office),NOT FOUND,0.3,proportional,"When they raise up a child of the sky and install the three ministers,"
62,5,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"When they raise up a child of the sky and install the three ministers,"
62,6,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"though jade discs go before teams of four horses,"
62,7,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,better to sit where you are and offer this Tao. What made the ancients honor this Tao?
62,8,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"Did they not say: seek, and you find;"
62,9,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"commit a crime, and you are spared?"
62,10,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,And so it is the most honored in the world.
62,10,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,And so it is the most honored in the world.
63,1,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,1,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,1,為,Wéi,為,do / handle / serve as,yes,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,1,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,1,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,1,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,1,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Do the not-doing, serve the not-serving,"
63,2,德,dé,德,integrity,NOT FOUND,0.3,proportional,"taste the flavorless. Great or small, many or few,"
63,3,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,repay resentment with integrity. Map out the difficult while it is easy.
63,4,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",yes,0.3,proportional,Do the great while it is slight. The world's difficult affairs always begin easy.
63,4,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,Do the great while it is slight. The world's difficult affairs always begin easy.
63,5,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",yes,0.3,proportional,"The world's great affairs always begin slight. So the sage never does the great,"
63,5,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The world's great affairs always begin slight. So the sage never does the great,"
63,6,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,and so completes their greatness. Promise lightly and you will be little trusted.
63,7,信,xìn,信,trust / trustworthy,NOT FOUND,0.3,proportional,"Take much to be easy and much will be difficult. So the sage still finds it difficult,"
63,8,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,and in the end has no difficulty.
64,3,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Handle it before it exists. Order it before it is chaotic.
64,3,為,Wéi,為,do / handle / serve as,yes,0.3,proportional,Handle it before it exists. Order it before it is chaotic.
64,4,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,The tree the width of both arms is born from a hair's tip.
64,7,為,Wéi,為,do / handle / serve as,yes,0.3,proportional,"Therefore, the sage does not do, and so ruins nothing,"
64,8,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them."
64,8,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them."
64,8,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them."
64,8,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them."
64,8,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them."
64,9,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,"Be as careful at the end as at the beginning, and nothing will be ruined."
64,9,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,"Be as careful at the end as at the beginning, and nothing will be ruined."
64,10,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,"Therefore, the sage wants the not-wanting"
64,10,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Therefore, the sage wants the not-wanting"
64,11,貨,huò,貨,goods,yes,0.3,proportional,"and does not prize rare goods, learns to unlearn,"
64,12,眾,zhòng,眾,the crowd / the many,yes,0.3,proportional,"brings the crowd back from where they have gone too far, and supports the countless things in being so of themselves,"
64,13,敢,gǎn,敢,push / venture — the forward press to take,yes,0.3,proportional,and never pushes them.
64,13,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,and never pushes them.
64,13,物,wù,萬物,things / something,NOT FOUND,0.3,proportional,and never pushes them.
64,13,萬,wàn,萬物,countless,NOT FOUND,0.3,proportional,and never pushes them.
65,1,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,The ancients who were masterful at the Tao did not use it to make the people clever.
65,1,明,míng,明,clear-seeing / clarity,NOT FOUND,0.3,proportional,The ancients who were masterful at the Tao did not use it to make the people clever.
65,1,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,The ancients who were masterful at the Tao did not use it to make the people clever.
65,1,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,The ancients who were masterful at the Tao did not use it to make the people clever.
65,6,常,Cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,"Profound integrity is deep, and far, and turns back together with things,"
65,6,德,dé,德,integrity,yes,0.3,proportional,"Profound integrity is deep, and far, and turns back together with things,"
65,6,玄,xuán,玄 & 妙,dark or profound,NOT FOUND,0.3,proportional,"Profound integrity is deep, and far, and turns back together with things,"
65,7,德,dé,德,integrity,NOT FOUND,0.3,proportional,and only then runs with the great current.
65,7,物,wù,萬物,things / something,NOT FOUND,0.3,proportional,and only then runs with the great current.
65,7,玄,Xuán,玄 & 妙,dark or profound,NOT FOUND,0.3,proportional,and only then runs with the great current.
66,1,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,Rivers and seas can rule the hundred valleys because they are masterful at staying below them.
66,1,王,wáng,王,ruler / sovereign · to rule (verb),NOT FOUND,0.3,proportional,Rivers and seas can rule the hundred valleys because they are masterful at staying below them.
66,2,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,0.3,proportional,That is how they come to rule the hundred valleys.
66,2,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,That is how they come to rule the hundred valleys.
66,2,王,wáng,王,ruler / sovereign · to rule (verb),NOT FOUND,0.3,proportional,That is how they come to rule the hundred valleys.
66,7,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"Because they do not contend,"
66,8,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,no one in the world can contend with them.
66,8,爭,zhēng,爭,contend / contention,yes,0.3,proportional,no one in the world can contend with them.
66,8,爭,zhēng,爭,contend / contention,yes,0.3,proportional,no one in the world can contend with them.
67,1,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"Everyone says I am vast, and look like nothing. Only because I am vast do I look like nothing."
67,1,我,wǒ,我 & 吾,the self seen,NOT FOUND,0.3,proportional,"Everyone says I am vast, and look like nothing. Only because I am vast do I look like nothing."
67,1,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"Everyone says I am vast, and look like nothing. Only because I am vast do I look like nothing."
67,4,我,Wǒ,我 & 吾,the self seen,NOT FOUND,0.3,proportional,The second is frugality.
67,4,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,The second is frugality.
67,5,一,Yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,0.3,proportional,"The third is never pushing to be first in the world. Tenderness, and so you can be brave."
67,5,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The third is never pushing to be first in the world. Tenderness, and so you can be brave."
67,5,慈,cí,慈,tenderness,yes,0.3,proportional,"The third is never pushing to be first in the world. Tenderness, and so you can be brave."
67,5,敢,gǎn,敢,push / venture — the forward press to take,yes,0.3,proportional,"The third is never pushing to be first in the world. Tenderness, and so you can be brave."
67,5,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The third is never pushing to be first in the world. Tenderness, and so you can be brave."
67,6,慈,Cí,慈,tenderness,NOT FOUND,0.3,proportional,"Frugality, and so you can reach far."
67,8,器,qì,器,vessel / tool / implement,NOT FOUND,0.3,proportional,"to abandon frugality and grab at reach,"
67,8,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"to abandon frugality and grab at reach,"
67,8,敢,gǎn,敢,push / venture — the forward press to take,NOT FOUND,0.3,proportional,"to abandon frugality and grab at reach,"
67,8,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"to abandon frugality and grab at reach,"
67,9,慈,cí,慈,tenderness,NOT FOUND,0.3,proportional,to abandon the rear and grab at the front. That is death.
67,10,慈,cí,慈,tenderness,yes,0.3,proportional,"Tenderness. Fight with it and you win, defend with it and you hold firm."
67,11,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),yes,0.3,proportional,"When nature would rescue someone, it guards them with tenderness."
67,11,慈,cí,慈,tenderness,yes,0.3,proportional,"When nature would rescue someone, it guards them with tenderness."
68,1,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,1.0,exact-count,The master warrior is not martial.
68,1,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,The master warrior is not martial.
68,2,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,1.0,exact-count,The master fighter does not rage.
68,3,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,1.0,exact-count,The master of overcoming enemies does not engage them.
68,4,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,1.0,exact-count,The master of using people puts themselves below them.
68,4,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,The master of using people puts themselves below them.
68,4,用,yòng,無 & 有,use,NOT FOUND,1.0,exact-count,The master of using people puts themselves below them.
68,5,德,dé,德,integrity,yes,1.0,exact-count,This is called the integrity of not contending.
68,5,爭,zhēng,爭,contend / contention,yes,1.0,exact-count,This is called the integrity of not contending.
68,6,力,lì,強,force,yes,1.0,exact-count,This is called using people's force.
68,6,用,yòng,無 & 有,use,NOT FOUND,1.0,exact-count,This is called using people's force.
68,7,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,"This is called partnered with the sky, the pinnacle of the ancients."
69,1,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,Soldiers have a saying:
69,1,用,Yòng,無 & 有,use,NOT FOUND,1.0,exact-count,Soldiers have a saying:
69,2,吾,Wú,我 & 吾,the self seeing,NOT FOUND,1.0,exact-count,I do not push to move first. I move second.
69,2,敢,gǎn,敢,push / venture — the forward press to take,yes,1.0,exact-count,I do not push to move first. I move second.
69,2,為,wéi,為,do / handle / serve as,yes,1.0,exact-count,I do not push to move first. I move second.
69,2,為,wéi,為,do / handle / serve as,yes,1.0,exact-count,I do not push to move first. I move second.
69,3,敢,gǎn,敢,push / venture — the forward press to take,yes,1.0,exact-count,I do not push an inch into another's ground. I give up a foot of my own.
69,4,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"This is called marching where there are no ranks,"
69,5,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"baring an arm where there is no arm,"
69,6,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"hauling where there is no enemy,"
69,7,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,gripping where there is no weapon.
69,9,吾,wú,我 & 吾,the self seeing,NOT FOUND,1.0,exact-count,Making light of the enemy nearly costs me my treasures.
70,1,吾,Wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,"My words are very easy to know, very easy to follow."
70,2,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"In all the world, no one can know them. No one can follow them."
70,3,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",yes,0.3,proportional,Words have an ancestor. Affairs have a ruler.
70,3,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Words have an ancestor. Affairs have a ruler.
70,3,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Words have an ancestor. Affairs have a ruler.
70,4,我,wǒ,我 & 吾,the self seen,NOT FOUND,0.3,proportional,"Only because there is no knowing it, they do not know me."
70,4,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Only because there is no knowing it, they do not know me."
70,5,我,wǒ,我 & 吾,the self seen,NOT FOUND,0.3,proportional,Those who know me are few. Those who pattern themselves on me are precious.
70,5,我,wǒ,我 & 吾,the self seen,NOT FOUND,0.3,proportional,Those who know me are few. Those who pattern themselves on me are precious.
72,2,無,Wú,無 & 有,absence,NOT FOUND,0.3,proportional,Do not crowd people in their homes.
72,2,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,Do not crowd people in their homes.
72,2,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,Do not crowd people in their homes.
73,1,敢,gǎn,敢,push / venture — the forward press to take,yes,0.3,proportional,Bravery in pushing gets you killed. Bravery in not pushing keeps you alive.
73,2,敢,gǎn,敢,push / venture — the forward press to take,NOT FOUND,0.3,proportional,"Of these two, one benefits and one harms."
73,3,利,lì,無 & 有,advantage,NOT FOUND,0.3,proportional,"What nature turns against, who knows why?"
73,4,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,So the sage still finds it difficult.
73,6,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,"it does not contend, yet is masterful at overcoming. It does not speak, yet is masterful at answering."
73,6,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"it does not contend, yet is masterful at overcoming. It does not speak, yet is masterful at answering."
73,6,爭,zhēng,爭,contend / contention,yes,0.3,proportional,"it does not contend, yet is masterful at overcoming. It does not speak, yet is masterful at answering."
73,6,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"it does not contend, yet is masterful at overcoming. It does not speak, yet is masterful at answering."
73,7,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,0.3,proportional,"It does not summon, yet things come of themselves."
73,9,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,0.3,proportional,Nature's net is vast.
73,10,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"Its mesh is wide, and nothing slips through."
74,2,吾,wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,"Suppose the people always feared death, and I could seize whoever steps out of line and kill them."
74,2,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,"Suppose the people always feared death, and I could seize whoever steps out of line and kill them."
74,2,敢,gǎn,敢,push / venture — the forward press to take,NOT FOUND,0.3,proportional,"Suppose the people always feared death, and I could seize whoever steps out of line and kill them."
74,2,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"Suppose the people always feared death, and I could seize whoever steps out of line and kill them."
74,3,常,Cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,Who would still push? There is always one who does the killing.
74,3,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Who would still push? There is always one who does the killing.
74,5,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,few fail to cut their own hand.
75,2,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,The people are hard to govern because those over them will not stop doing.
75,2,為,wéi,為,do / handle / serve as,yes,0.3,proportional,The people are hard to govern because those over them will not stop doing.
75,3,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,The people make light of death because those over them want their own lives so rich.
75,4,為,wéi,為,do / handle / serve as,yes,0.3,proportional,Those who don't use living for doing are worthier than those who hold life precious.
