chapter,commentator,commentator_en,seq,lemma_zh,lemma_our_english,lemma_status,comment_chinese,comment_english
64,河上公,Heshang Gong (Han),11,聖人無為故無敗,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them.",aligned to our base text,聖人不為華文不為色利不爲殘賊故无壞敗,
64,河上公,Heshang Gong (Han),12,民之從事常於幾成而敗之,"Be as careful at the end as at the beginning, and nothing will be ruined.",aligned to our base text,從為也民人為事常於功德㡬成而貪位好名奢泰盈滿而自敗也,
64,河上公,Heshang Gong (Han),13,愼終如始則無敗事,"Therefore, the sage wants the not-wanting",aligned to our base text,終當如始不當懈怠,
64,河上公,Heshang Gong (Han),14,是以聖人欲不欲,"and does not prize rare goods, learns to unlearn,",aligned to our base text,聖人欲人所不欲人欲彰顯聖人欲伏光人欲文飾聖人欲質朴人欲色聖人欲於德也,
64,河上公,Heshang Gong (Han),15,不貴難得之貨,"and does not prize rare goods, learns to unlearn,",aligned to our base text,聖人不眩為服不賤石而貴玉,
64,河上公,Heshang Gong (Han),16,學不學,"brings the crowd back from where they have gone too far, and supports the countless things in being so of themselves,",aligned to our base text,聖人學人所不能學人學智詐聖人學自然人學治世聖人學治身守道眞也,
64,河上公,Heshang Gong (Han),17,復衆人之所過,"brings the crowd back from where they have gone too far, and supports the countless things in being so of themselves,",aligned to our base text,衆人學問反過本為末過實為華復之者使反本也,
64,河上公,Heshang Gong (Han),18,以輔萬物之自然,and never pushes them.,aligned to our base text,教人反本實者欲以輔助萬物自然之性也,
64,河上公,Heshang Gong (Han),19,而不敢為,and never pushes them.,aligned to our base text,聖人動作因循不敢有所造為恐逺本也,
64,王弼,Wang Bi (d. 249 CE),1,其安易持其未兆易謀,What is at rest is easy to hold. What shows no sign is easy to plan for.,aligned to our base text,以其安不忘危持之不忘亡謀之無功之勢故曰易也,
64,王弼,Wang Bi (d. 249 CE),2,其脆易泮〔案脆釋文云一作膬〕其㣲易散,What is brittle is easy to shatter. What is faint is easy to scatter.,aligned to our base text,雖失無入有以其㣲脆之故未足以興大功故易也此四者皆□慎終也不可以無之故而不持不可以㣲之故而弗散也無而弗持則生有焉㣲而不散則生大焉故慮終之患如始之禍則無敗事,
64,王弼,Wang Bi (d. 249 CE),3,為之於未有,Handle it before it exists. Order it before it is chaotic.,aligned to our base text,謂其安未兆也,
64,王弼,Wang Bi (d. 249 CE),4,治之於未亂,Handle it before it exists. Order it before it is chaotic.,aligned to our base text,謂㣲脆也,
64,王弼,Wang Bi (d. 249 CE),5,合抱之木生於毫末九層之臺起於累土千里之行始於足下為者敗之執者失之,"The tree the width of both arms is born from a hair's tip. The nine-tiered terrace rises from a heap of dirt. The thousand-mile journey begins beneath your feet. Those who handle it ruin it. Those who grasp it lose it. Therefore, the sage does not do, and so ruins nothing,",aligned to our base text,當以慎終除微慎微除亂而以施為治之形名執之反生事原巧辟滋作故敗失也,
64,王弼,Wang Bi (d. 249 CE),6,是以聖人無為故無敗無執故無失民之從事常於幾成而敗之,"does not grasp, and so loses nothing. People often ruin their affairs just short of completing them. Be as careful at the end as at the beginning, and nothing will be ruined.",aligned to our base text,不慎終也,
64,王弼,Wang Bi (d. 249 CE),7,學不學復衆人之所過,"brings the crowd back from where they have gone too far, and supports the countless things in being so of themselves,",aligned to our base text,不學而能者自然也喻於不學者過也故學不學以復衆人之過,
64,王弼,Wang Bi (d. 249 CE),8,以輔萬物之自然而不敢為,and never pushes them.,aligned to our base text,,
65,河上公,Heshang Gong (Han),1,古之善為道者,The ancients who were masterful at the Tao did not use it to make the people clever.,aligned to our base text,治古之善以道治身及治國者,
65,河上公,Heshang Gong (Han),2,非以明民,The ancients who were masterful at the Tao did not use it to make the people clever.,aligned to our base text,不以道敎民明知巧詐也,
65,河上公,Heshang Gong (Han),3,將以愚之,The ancients who were masterful at the Tao did not use it to make the people clever.,aligned to our base text,將以道德教民使朴質不詐偽,
65,河上公,Heshang Gong (Han),4,民之難治以其智多,They used it to return them to being guileless. The people are hard to govern,aligned to our base text,以其智多故為巧偽,
65,河上公,Heshang Gong (Han),5,以智治國國之賊,because they have too much guile. So to govern a state with guile robs the state.,aligned to our base text,使智惠之人治國之政事必逺道德妄作威福為國之賊,
65,河上公,Heshang Gong (Han),6,不以智治國國之福,Not to govern it with guile is the state's good fortune. Knowing these two is itself the pattern.,aligned to our base text,不使智惠之人知國之政事則民守正直不為邪飾上下相親君臣同力故為國之福也,
65,河上公,Heshang Gong (Han),7,玄德深矣逺矣,and only then runs with the great current.,aligned to our base text,玄德之人深不可則逺不可極也,
65,河上公,Heshang Gong (Han),8,與物反矣,and only then runs with the great current.,aligned to our base text,玄德之人與萬物反異萬物欲益已玄徳施與人也,
65,王弼,Wang Bi (d. 249 CE),1,古之善為道者非以明民將以愚之,The ancients who were masterful at the Tao did not use it to make the people clever.,aligned to our base text,明謂多見巧詐蔽其樸也愚謂無知守真順自然也,
65,王弼,Wang Bi (d. 249 CE),2,民之難治以其智多,They used it to return them to being guileless. The people are hard to govern,aligned to our base text,多智巧詐故難治也,
65,王弼,Wang Bi (d. 249 CE),3,故以智治國國之賊,because they have too much guile. So to govern a state with guile robs the state.,aligned to our base text,智猶治也以智而治國所以謂之賊者故謂之智也民之難治以其多智也當務塞兊閉門令無知無欲而以智術動民邪心既動復以巧術防民之偽民知其術防隨而避之思惟密巧奸偽益滋故曰以智治國國之賊也,
65,王弼,Wang Bi (d. 249 CE),4,不以智治國國之福知此兩者亦稽式〔案河上公注本稽作楷下同〕常知稽式是謂𤣥徳𤣥徳深矣逺矣,"Not to govern it with guile is the state's good fortune. Knowing these two is itself the pattern. Always to know the pattern is called profound integrity. Profound integrity is deep, and far, and turns back together with things, and only then runs with the great current.",aligned to our base text,稽同也今古之所同則不可廢能知稽式是謂𤣥徳𤣥徳深矣逺矣,
65,王弼,Wang Bi (d. 249 CE),5,與物反矣,and only then runs with the great current.,aligned to our base text,反其真也,
65,王弼,Wang Bi (d. 249 CE),6,然後乃至大順,and only then runs with the great current.,aligned to our base text,,
66,河上公,Heshang Gong (Han),1,江海所以能為百谷王者以其善下之,Rivers and seas can rule the hundred valleys because they are masterful at staying below them. That is how they come to rule the hundred valleys.,aligned to our base text,江海以卑故衆流歸之若民歸就王下去聲,
66,河上公,Heshang Gong (Han),2,故能為百谷王,That is how they come to rule the hundred valleys.,aligned to our base text,以卑下故能為百谷王也,
66,河上公,Heshang Gong (Han),3,必以言下之,"So to rise above the people, you must speak from below them.",aligned to our base text,法江海處謙虚下去聲,
66,河上公,Heshang Gong (Han),4,欲先民,"To walk ahead of the people, you must put yourself behind.",aligned to our base text,欲在民之前也,
66,河上公,Heshang Gong (Han),5,必以身後之,"To walk ahead of the people, you must put yourself behind.",aligned to our base text,先人而後己也,
66,河上公,Heshang Gong (Han),6,是以聖人處上而民不重,"The sage stands above, and the people are not weighed down, stands in front, and the people are not hindered.",aligned to our base text,聖人在民上為主不以尊貴虛下故民戴而不為重,
66,河上公,Heshang Gong (Han),7,處前而民不害,So the world gladly pushes them forward and never tires of them.,aligned to our base text,聖人在民前不以光明蔽後民親之若父母無有欲害之心也,
66,河上公,Heshang Gong (Han),8,是以天下樂推而不厭,"Because they do not contend,",aligned to our base text,聖人恩深愛厚視民如赤子故天下樂推進以為主無有厭也厭於艷反,
66,河上公,Heshang Gong (Han),9,以其不爭,no one in the world can contend with them.,aligned to our base text,天下無厭聖人時是由聖人不與人爭先後也,
66,河上公,Heshang Gong (Han),10,故天下莫能與之爭,no one in the world can contend with them.,aligned to our base text,言人皆有為無爭與吾爭無為,
66,王弼,Wang Bi (d. 249 CE),1,江海所以能為百谷王者以其善下之故能為百谷王是以欲上民必以言下之欲先民必以身後之是以聖人處上而民不重處前而民不害是以天下樂推而不厭以其不争故天下莫能與之争,"Rivers and seas can rule the hundred valleys because they are masterful at staying below them. That is how they come to rule the hundred valleys. So to rise above the people, you must speak from below them. To walk ahead of the people, you must put yourself behind. The sage stands above, and the people are not weighed down, stands in front, and the people are not hindered. So the world gladly pushes them forward and never tires of them. Because they do not contend, no one in the world can contend with them.",aligned to our base text,,
67,河上公,Heshang Gong (Han),1,夫唯大故似不肖,"If I looked like something, I would long ago have become petty.",aligned to our base text,唯獨名德大者為身害故佯愚似若不肖无所分别無所割截不賤人而自貴,
67,河上公,Heshang Gong (Han),2,若肖久矣,I have three treasures. I hold them and keep them safe. The first is tenderness.,aligned to our base text,肖善也謂辨惠也若大辨惠之人身髙自貴行察察之政所從來久矣,
67,河上公,Heshang Gong (Han),3,其細,I have three treasures. I hold them and keep them safe. The first is tenderness.,aligned to our base text,言辨惠者唯如小人也非長者,
67,河上公,Heshang Gong (Han),4,一曰慈,"The third is never pushing to be first in the world. Tenderness, and so you can be brave.",aligned to our base text,愛百姓若赤子,
67,河上公,Heshang Gong (Han),5,二曰儉,"The third is never pushing to be first in the world. Tenderness, and so you can be brave.",aligned to our base text,賦儉若取之於己也,
67,河上公,Heshang Gong (Han),6,三曰不敢為天下先,"The third is never pushing to be first in the world. Tenderness, and so you can be brave.",aligned to our base text,執謙退不爲倡始也,
67,河上公,Heshang Gong (Han),7,慈故能勇,"Frugality, and so you can reach far.",aligned to our base text,以為仁故能勇於忠孝也,
67,河上公,Heshang Gong (Han),8,儉故能廣,"Never pushing to be first in the world, and so you can become chief of the vessels. Now: to abandon tenderness and grab at courage,",aligned to our base text,天子身能節儉故民日用廣矣,
67,河上公,Heshang Gong (Han),9,不敢為天下先,"The third is never pushing to be first in the world. Tenderness, and so you can be brave.",aligned to our base text,不為天下首先,
67,河上公,Heshang Gong (Han),10,故能成器長,"to abandon frugality and grab at reach,",aligned to our base text,成器長謂得道人也我能為道人之長也長張丈反,
67,河上公,Heshang Gong (Han),11,今捨慈且勇,to abandon the rear and grab at the front. That is death.,aligned to our base text,今世人舎慈仁但為勇武也,
67,河上公,Heshang Gong (Han),12,死矣,to abandon the rear and grab at the front. That is death.,aligned to our base text,所行如此動入死地,
67,河上公,Heshang Gong (Han),13,夫慈以戰則勝以守則固,"Tenderness. Fight with it and you win, defend with it and you hold firm.",aligned to our base text,夫慈仁者百姓親附并心一意故以戰則勝敵以守衛則堅固,
67,河上公,Heshang Gong (Han),14,天將救之以慈衛之,"When nature would rescue someone, it guards them with tenderness.",aligned to our base text,天將救助善人必與慈仁之性使能自當助也,
67,王弼,Wang Bi (d. 249 CE),1,天下皆謂我道大似不肖夫唯大故似不肖若肖久矣其細也夫,"Everyone says I am vast, and look like nothing. Only because I am vast do I look like nothing. If I looked like something, I would long ago have become petty. I have three treasures. I hold them and keep them safe. The first is tenderness.",aligned to our base text,久矣其細猶曰其細久矣肖則失其所以為大矣故曰若肖久矣其細也夫,
67,王弼,Wang Bi (d. 249 CE),2,我有三寳持而保之一曰慈二曰儉三曰不敢為天下先慈故能勇,"The second is frugality. The third is never pushing to be first in the world. Tenderness, and so you can be brave. Frugality, and so you can reach far.",aligned to our base text,夫慈以陳則勝以守則固故能勇也,
67,王弼,Wang Bi (d. 249 CE),3,儉故能廣,"Never pushing to be first in the world, and so you can become chief of the vessels. Now: to abandon tenderness and grab at courage,",aligned to our base text,節儉愛費天下不匱故能廣也,
67,王弼,Wang Bi (d. 249 CE),4,不敢為天下先故能成器長〔案器韓非子作事〕,"to abandon frugality and grab at reach,",aligned to our base text,唯後外其身為物所歸然後乃能立成器為天下利為物之長也,
67,王弼,Wang Bi (d. 249 CE),5,今舍慈且勇,to abandon the rear and grab at the front. That is death.,aligned to our base text,且猶取也,
67,王弼,Wang Bi (d. 249 CE),6,舍儉且廣舍後且先死矣夫慈以戰則勝,"to abandon the rear and grab at the front. That is death. Tenderness. Fight with it and you win, defend with it and you hold firm.",aligned to our base text,相慜而不避於難故勝也,
67,王弼,Wang Bi (d. 249 CE),7,以守則固天將救之以慈衛之,"Tenderness. Fight with it and you win, defend with it and you hold firm. When nature would rescue someone, it guards them with tenderness.",aligned to our base text,,
67,韓非,Han Fei (d. 233 BCE),1,不敢爲天下先。,"The third is never pushing to be first in the world. Tenderness, and so you can be brave.",aligned to our base text,,
68,河上公,Heshang Gong (Han),1,善為士者不武,The master warrior is not martial.,aligned to our base text,言貴道德不好武力,
68,河上公,Heshang Gong (Han),2,善戰者不怒,The master fighter does not rage.,aligned to our base text,善以道戰者禁邪於胷心絶禍於未萌無所誅怒也,
68,河上公,Heshang Gong (Han),3,是謂不爭之德,This is called the integrity of not contending.,aligned to our base text,謂上為之下也是乃不與人爭之道德也,
68,河上公,Heshang Gong (Han),4,是謂用人之力,This is called using people's force.,aligned to our base text,能身為人下是謂用人臣之力,
68,河上公,Heshang Gong (Han),5,是謂配天,"This is called partnered with the sky, the pinnacle of the ancients.",aligned to our base text,能行此者德配天地,
68,河上公,Heshang Gong (Han),6,古之極,"This is called partnered with the sky, the pinnacle of the ancients.",aligned to our base text,是乃古之極要道也,
68,王弼,Wang Bi (d. 249 CE),1,善為士者不武,The master warrior is not martial.,aligned to our base text,士卒之帥也武尚先陵人也,
68,王弼,Wang Bi (d. 249 CE),2,善戰者不怒,The master fighter does not rage.,aligned to our base text,後而不先應而不唱故不在怒,
68,王弼,Wang Bi (d. 249 CE),3,善勝敵者不與,The master of overcoming enemies does not engage them.,aligned to our base text,不與争也,
68,王弼,Wang Bi (d. 249 CE),4,是謂配天古之極,"This is called partnered with the sky, the pinnacle of the ancients.",aligned to our base text,,
69,河上公,Heshang Gong (Han),1,用兵有言,Soldiers have a saying:,aligned to our base text,陳用兵之道老子疾時用兵故託巳設其義也,
69,河上公,Heshang Gong (Han),2,吾不敢為主,I do not push to move first. I move second.,aligned to our base text,主先也不敢先舉兵,
69,河上公,Heshang Gong (Han),3,而為客,I do not push to move first. I move second.,aligned to our base text,客者和而不倡用兵當承天而後動,
69,河上公,Heshang Gong (Han),4,不敢進寸而退尺,I do not push an inch into another's ground. I give up a foot of my own.,aligned to our base text,侵人境界利人財寳為進閉門守城為退,
69,河上公,Heshang Gong (Han),5,是謂行無行,"This is called marching where there are no ranks,",aligned to our base text,彼遂不止為天下賊雖行誅之不行執也無行户剛反,
69,河上公,Heshang Gong (Han),6,攘無臂,"baring an arm where there is no arm,",aligned to our base text,雖欲大怒若無臂可攘也攘若羊反,
69,河上公,Heshang Gong (Han),7,執無兵,gripping where there is no weapon.,aligned to our base text,雖欲執持之若無兵刃可持用也何者傷彼之民罹罪於天遭不道之君愍忍䘮之痛也,
69,河上公,Heshang Gong (Han),8,禍莫大於輕敵,There is no disaster greater than making light of the enemy.,aligned to our base text,夫禍亂之害莫大於欺輕敵家侵取不休輕戰貪財,
69,河上公,Heshang Gong (Han),9,輕敵幾䘮吾寳,Making light of the enemy nearly costs me my treasures.,aligned to our base text,幾近也寳身也欺輕敵者近䘮身也幾音祈音機,
69,河上公,Heshang Gong (Han),10,哀者勝矣,"Therefore, when the armies are evenly matched, the side that grieves wins.",aligned to our base text,哀者慈仁士卒不逺於死,
69,王弼,Wang Bi (d. 249 CE),1,用兵有言吾不敢為主而為客不敢進寸而退尺是謂行無行,"Soldiers have a saying: I do not push to move first. I move second. I do not push an inch into another's ground. I give up a foot of my own. This is called marching where there are no ranks,",aligned to our base text,彼遂不止,
69,王弼,Wang Bi (d. 249 CE),2,攘無臂扔無敵,"baring an arm where there is no arm, hauling where there is no enemy,",aligned to our base text,行謂行陳也言以謙退哀慈不敢為物先用戰猶行無行攘無臂執無兵扔無敵也言無有與之抗也,
69,王弼,Wang Bi (d. 249 CE),3,執無兵禍莫大於輕敵輕敵幾喪吾寳,gripping where there is no weapon. There is no disaster greater than making light of the enemy. Making light of the enemy nearly costs me my treasures.,aligned to our base text,言吾哀慈謙退非欲以取强無敵於天下也不得已而卒至於無敵斯乃吾之所以為大禍也寳三寳也故曰幾亡吾寳,
70,河上公,Heshang Gong (Han),1,吾言甚易知甚易行,"My words are very easy to know, very easy to follow.",aligned to our base text,老子言吾所言省而易知約而易行易並以䜴反,
70,河上公,Heshang Gong (Han),2,天下莫能知莫能行,"In all the world, no one can know them. No one can follow them.",aligned to our base text,人惡柔弱好剛強也,
70,河上公,Heshang Gong (Han),3,言有宗事有君,Words have an ancestor. Affairs have a ruler.,aligned to our base text,我所言有宗祖根本事有君臣天下世人不知者非我之無德不與我反,
70,河上公,Heshang Gong (Han),4,夫唯無知是以不我知,"Only because there is no knowing it, they do not know me.",aligned to our base text,夫惟聖人也是我德之暗不見於外窮極微妙故无知也,
70,河上公,Heshang Gong (Han),5,知我者希則我者貴,Those who know me are few. Those who pattern themselves on me are precious.,aligned to our base text,希少也惟逹道者乃能知我故為貴也,
71,河上公,Heshang Gong (Han),1,知不知上,To know you do not know is highest.,aligned to our base text,知道言不知是乃德之上,
71,河上公,Heshang Gong (Han),2,不知知病,To not know yet claim to know is sickness.,aligned to our base text,不知道言知是乃德之病,
71,河上公,Heshang Gong (Han),3,夫唯病病是以不病,Only when you are sick of the sickness are you not sick.,aligned to our base text,夫唯能病苦衆人有強知之病是以不自病也,
71,河上公,Heshang Gong (Han),4,聖人不病以其病病,The sage is not sick because they are sick of the sickness.,aligned to our base text,聖人無此強知之病者以其常苦衆人有此病,
71,河上公,Heshang Gong (Han),5,是以不病,Only when you are sick of the sickness are you not sick.,aligned to our base text,以此非人也故不自病夫聖人懐通逹之知託於不知者欲使天下質朴忠正各守純性小人不知道意而妄行強知之爭以自顯著内傷精神減壽消年也,
72,河上公,Heshang Gong (Han),1,無厭其所生,Do not crowd people in their homes.,aligned to our base text,人所以生者爲有精神託空虚喜清淨飲食不節忽道念色邪僻滿腹爲伐本厭神厭於艷反,
72,河上公,Heshang Gong (Han),2,夫唯不厭是以不厭,Do not oppress their livelihoods.,aligned to our base text,夫唯獨不厭精神之人洗心濯垢恬泊無欲則精神居之不厭也,
72,河上公,Heshang Gong (Han),3,是以聖人自知,"Only when you do not oppress them will they not tire of you. And so the sage knows themselves and does not display themselves,",aligned to our base text,自知己之得失,
72,河上公,Heshang Gong (Han),4,不自見,"Only when you do not oppress them will they not tire of you. And so the sage knows themselves and does not display themselves,",aligned to our base text,不自顯見德美於外藏之於内見賢遍反,
72,河上公,Heshang Gong (Han),5,自愛,loves themselves and does not hold themselves precious.,aligned to our base text,自愛其身以保精氣也,
72,河上公,Heshang Gong (Han),6,不自貴,loves themselves and does not hold themselves precious.,aligned to our base text,不自貴高榮名於世,
72,河上公,Heshang Gong (Han),7,故去彼取此,They let go of what is out there and take what is here.,aligned to our base text,去彼自見自貴取此自知自愛去羌吕反,
72,王弼,Wang Bi (d. 249 CE),1,民不畏威則大威至無狎其所居無厭其所生,"When the people no longer fear authority, the great collapse comes. Do not crowd people in their homes.",aligned to our base text,清浄無為謂之居謙後不盈謂之生離其清浄行其躁欲棄其謙後任其威權則物擾而民僻威不能復制民民不能堪其威則上下大潰矣天誅將至故曰民不畏威則大威至無狎其所居無厭其所生言威力不可任也,
72,王弼,Wang Bi (d. 249 CE),2,夫唯不厭,Do not oppress their livelihoods.,aligned to our base text,不自厭也,
72,王弼,Wang Bi (d. 249 CE),3,是以不厭,Do not oppress their livelihoods.,aligned to our base text,不自厭是以天下莫之厭,
72,王弼,Wang Bi (d. 249 CE),4,是以聖人自知不自見,"Only when you do not oppress them will they not tire of you. And so the sage knows themselves and does not display themselves,",aligned to our base text,不自見其所知以耀光行威也,
72,王弼,Wang Bi (d. 249 CE),5,自愛不自貴,loves themselves and does not hold themselves precious.,aligned to our base text,自貴則物狎厭居生,
72,王弼,Wang Bi (d. 249 CE),6,故去彼取此,They let go of what is out there and take what is here.,aligned to our base text,,
73,河上公,Heshang Gong (Han),1,勇於敢則殺,Bravery in pushing gets you killed. Bravery in not pushing keeps you alive.,aligned to our base text,勇敢有為即殺身也,
73,河上公,Heshang Gong (Han),2,勇於不敢則活,"Of these two, one benefits and one harms.",aligned to our base text,勇於不敢有為則活其身,
73,河上公,Heshang Gong (Han),3,此兩者,"What nature turns against, who knows why?",aligned to our base text,謂敢與不敢也,
73,河上公,Heshang Gong (Han),4,或利或害,"What nature turns against, who knows why?",aligned to our base text,活身為利殺身為害,
73,河上公,Heshang Gong (Han),5,天之所惡,So the sage still finds it difficult.,aligned to our base text,惡有為也惡烏路反,
73,河上公,Heshang Gong (Han),6,孰知其故,So the sage still finds it difficult.,aligned to our base text,誰能知天意之故而不犯,
73,河上公,Heshang Gong (Han),7,天之道不爭而善勝,"it does not contend, yet is masterful at overcoming. It does not speak, yet is masterful at answering.",aligned to our base text,天不與人爭貴賤而人自畏之,
73,河上公,Heshang Gong (Han),8,不言而善應,"It does not summon, yet things come of themselves.",aligned to our base text,天不言萬物自動應以時,
73,河上公,Heshang Gong (Han),9,不召而自來,"It is unhurried, yet masterful at planning.",aligned to our base text,天不呼召萬物皆負隂而向陽,
73,河上公,Heshang Gong (Han),10,繟然而善謀,Nature's net is vast.,aligned to our base text,繟寛也天道雖寛傅善謀慮人事修善行惡各蒙其報也,
73,河上公,Heshang Gong (Han),11,天網恢恢踈而不失,"Its mesh is wide, and nothing slips through.",aligned to our base text,天所網羅恢恢甚大雖踈逺司察人善惡無有所失,
73,王弼,Wang Bi (d. 249 CE),1,勇於敢則殺,Bravery in pushing gets you killed. Bravery in not pushing keeps you alive.,aligned to our base text,必不得其死也,
73,王弼,Wang Bi (d. 249 CE),2,勇於不敢則活,"Of these two, one benefits and one harms.",aligned to our base text,必齊命也,
73,王弼,Wang Bi (d. 249 CE),3,此兩者或利或害,"What nature turns against, who knows why?",aligned to our base text,俱勇而所施者異利害不同故曰或利或害也,
73,王弼,Wang Bi (d. 249 CE),4,天之道不争而善勝,"it does not contend, yet is masterful at overcoming. It does not speak, yet is masterful at answering.",aligned to our base text,天唯不争故天下莫能與之争,
73,王弼,Wang Bi (d. 249 CE),5,不言而善應,"It does not summon, yet things come of themselves.",aligned to our base text,順則吉逆則凶不言而善應也,
73,王弼,Wang Bi (d. 249 CE),6,不召而自來,"It is unhurried, yet masterful at planning.",aligned to our base text,處下則物自歸,
73,王弼,Wang Bi (d. 249 CE),7,繟然而善謀,Nature's net is vast.,aligned to our base text,垂象而見吉凶先事而設誠安而不忘危未召而謀之故曰繟然而善謀也,
73,王弼,Wang Bi (d. 249 CE),8,天網恢恢疏而不失,"Its mesh is wide, and nothing slips through.",aligned to our base text,,
74,河上公,Heshang Gong (Han),1,民不畏死,"When the people do not fear death, why try to frighten them with death?",aligned to our base text,治國者刑罰酷深民不聊生故不畏死也治身者嗜欲傷神貪財殺身民不知畏之也,
74,河上公,Heshang Gong (Han),2,柰何以死懼之,"When the people do not fear death, why try to frighten them with death?",aligned to our base text,人君不寛刑罰教民去情欲柰何設刑法以死懼之,
74,河上公,Heshang Gong (Han),3,若使民常畏死,"Suppose the people always feared death, and I could seize whoever steps out of line and kill them.",aligned to our base text,當除已之所殘剋教民去利欲也,
74,河上公,Heshang Gong (Han),4,而為竒者吾得執而殺之孰敢,"Suppose the people always feared death, and I could seize whoever steps out of line and kill them.",aligned to our base text,以道教化而民不從反為竒巧乃應王法執而殺之誰敢有犯者老子傷時王不先道德化之而先刑罰,
74,河上公,Heshang Gong (Han),5,常有司殺者,Who would still push? There is always one who does the killing.,aligned to our base text,司殺者天居高臨下司察人過天網恢恢踈而不失也,
74,王弼,Wang Bi (d. 249 CE),1,民不畏死奈何以死懼之若使民常畏死而為竒者吾得執而殺之孰敢,"When the people do not fear death, why try to frighten them with death? Suppose the people always feared death, and I could seize whoever steps out of line and kill them.",aligned to our base text,詭異亂羣謂之竒也,
75,河上公,Heshang Gong (Han),1,民之飢以其上食稅之多,The people go hungry because those over them eat up so much in taxes.,aligned to our base text,人民所以飢深者以其君上稅食下太多,
75,河上公,Heshang Gong (Han),2,是以飢,The people go hungry because those over them eat up so much in taxes.,aligned to our base text,民皆化上為矣叛道違德故飢,
75,河上公,Heshang Gong (Han),3,民之難治以其上之有為,The people are hard to govern because those over them will not stop doing.,aligned to our base text,民之不可治者以其君上多欲好有為也,
75,河上公,Heshang Gong (Han),4,是以難治,The people are hard to govern because those over them will not stop doing.,aligned to our base text,是以其民化上有為情偽難治,
75,河上公,Heshang Gong (Han),5,是以輕死,The people make light of death because those over them want their own lives so rich.,aligned to our base text,以求生太厚之故輕入死地也,
75,河上公,Heshang Gong (Han),6,夫唯無以生為者是賢於貴生,Those who don't use living for doing are worthier than those who hold life precious.,aligned to our base text,夫唯獨無以生為務者爵禄不干於意財利不入於身天子不得臣諸侯不得使則賢於貴生也,
76,河上公,Heshang Gong (Han),1,人之生也柔弱,"In life the body is soft and yielding. In death, hard and strong.",aligned to our base text,人生含和氣抱精神故柔弱也,
76,河上公,Heshang Gong (Han),2,其死也堅強,"In life the body is soft and yielding. In death, hard and strong.",aligned to our base text,人死和氣竭精神亡欲堅強也強其两反舊其良反,
76,河上公,Heshang Gong (Han),3,萬物草木之生也柔脆,"In life the countless things, the grasses and trees, are soft and tender. In death, withered and dry.",aligned to our base text,和氣存也脆七歳反,
76,河上公,Heshang Gong (Han),4,其死也枯槁,"In life the countless things, the grasses and trees, are soft and tender. In death, withered and dry.",aligned to our base text,和氣去也槁苦老反,
76,河上公,Heshang Gong (Han),5,故堅強者死之徒柔弱者生之徒,"So the hard and strong are followers of death. The soft and yielding are followers of life. This is why a strong army does not win,",aligned to our base text,以其上二事觀知之知堅強者死柔弱者生也,
76,河上公,Heshang Gong (Han),6,是以兵強則不勝,and a strong tree snaps. The strong and the big dwell below.,aligned to our base text,強大之兵輕戰樂殺毒流怨結衆弱為一強故不勝,
76,河上公,Heshang Gong (Han),7,強大處下柔弱處上,The soft and the yielding dwell above.,aligned to our base text,興物造功大木處下小物處上大道抑強扶弱自然之效,
76,王弼,Wang Bi (d. 249 CE),1,人之生也柔弱其死也堅强萬物草木之生也柔脆其死也枯槁故堅强者死之徒柔弱者生之徒是以兵强則不勝,"In life the body is soft and yielding. In death, hard and strong. In life the countless things, the grasses and trees, are soft and tender. In death, withered and dry. So the hard and strong are followers of death. The soft and yielding are followers of life. This is why a strong army does not win, and a strong tree snaps. The strong and the big dwell below.",aligned to our base text,强兵以暴於天下者物之所惡也故必不得勝,
76,王弼,Wang Bi (d. 249 CE),2,强大處下,The soft and the yielding dwell above.,aligned to our base text,木之本也,
76,王弼,Wang Bi (d. 249 CE),3,柔弱處上,The soft and the yielding dwell above.,aligned to our base text,枝條是也,
77,河上公,Heshang Gong (Han),1,天之道損有餘而𥙷不足,The way of people is not like this. It takes from those who have too little and offers it up to those who have too much.,aligned to our base text,天道損有餘而益謙常以中和為上,
77,河上公,Heshang Gong (Han),2,人之道則不然,"Who has more than enough, and offers it up to the world?",aligned to our base text,人道則與天道反也,
77,河上公,Heshang Gong (Han),3,損不足以奉有餘,"Who has more than enough, and offers it up to the world?",aligned to our base text,世俗之人損貧以奉富奪弱以益強也,
77,河上公,Heshang Gong (Han),4,孰能有餘以奉天下唯有道者,Only those who are with the Tao. Therefore the sage acts yet relies on nothing.,aligned to our base text,言誰能居有餘之位自省爵禄以奉天下不足者乎唯有道之君能行也,
77,河上公,Heshang Gong (Han),5,是以聖人為而不恃,"The work is done, and they do not stay in it. They have no wish to appear exceptional.",aligned to our base text,聖人為德施不恃其報也,
77,河上公,Heshang Gong (Han),6,功成而不處,"The work is done, and they do not stay in it. They have no wish to appear exceptional.",aligned to our base text,功成事就不處其位,
77,河上公,Heshang Gong (Han),7,其不欲見賢,"The work is done, and they do not stay in it. They have no wish to appear exceptional.",aligned to our base text,不欲使人知己之賢匿功不居榮畏天損有餘也,
