chapter,line,block,chinese,pinyin,literal_gloss,our_english,alignment_method
36,8,3,國之利器不可以示人。,Guó zhī lì qì bù kě yǐ shì rén.,State's sharp vessels cannot be shown to humans.,The sharp instruments of the state must not be shown to others.,exact-count
37,1,1,道常無為而無不為。,Dào cháng wú wéi ér wú bù wéi.,"Tao constantly takes no action, yet nothing is left undone.","The Tao is ever non-doing, yet nothing is left undone.",exact-count
37,2,1,侯王若能守之，萬物將自化。,"Hóu wáng ruò néng shǒu zhī, wàn wù jiāng zì huà.","Marquises and kings, if able to maintain this, the ten thousand things will autonomously transform","If rulers are able to hold to this, the countless things will transform of themselves.",exact-count
37,3,2,化而欲作，吾將鎮之以無名之樸。,"Huà ér yù zuò, wú jiāng zhèn zhī yǐ wú míng zhī pǔ.","Transforming and desiring to act, I will stabilize them with the nameless uncarved wood","When the countless things urge action, I will stabilize them with the nameless uncarved wood.",exact-count
37,4,2,無名之樸，夫亦將無欲。,"Wú míng zhī pǔ, fū yì jiāng wú yù.","The nameless uncarved wood, indeed also will be without desire.",The nameless uncarved wood is without desire.,exact-count
37,5,3,不欲以靜，天下將自正。,"Bù yù yǐ jìng, tiān xià jiāng zì zhèng.","Not desiring so as to be still, all under heaven will autonomously align.","Relinquishing desire, being still, the world rights itself.",exact-count
38,1,1,上德不德，是以有德；,"Shàng dé bù dé, shì yǐ yǒu dé;","Highest virtue does not act virtuous, therefore it has virtue.","The highest integrity does not do integrity, and so it has integrity.",proportional
38,2,1,下德不失德，是以無德。,"Xià dé bù shī dé, shì yǐ wú dé.","Lowest virtue does not lose sight of virtue, therefore it lacks virtue.","The lowest integrity does not lose integrity, and so it has none.",proportional
38,3,1,上德無為而無以為；,Shàng dé wú wéi ér wú yǐ wéi;,Highest virtue takes no action and has no intentional motive.,"The highest integrity is non-doing, and has nothing it acts for.",proportional
38,4,1,下德為之而有以為。,Xià dé wéi zhī ér yǒu yǐ wéi.,Lowest virtue takes action and has intentional motive.,"The lowest integrity acts, and has something it acts for.",proportional
38,5,2,上仁為之而無以為；,Shàng rén wéi zhī ér wú yǐ wéi;,Highest benevolence takes action yet has no intentional motive.,"The highest humaneness acts, and has nothing it acts for.",proportional
38,6,2,上義為之而有以為。,Shàng yì wéi zhī ér yǒu yǐ wéi.,Highest righteousness takes action and has intentional motive.,"The highest duty acts, and has something it acts for.",proportional
38,7,2,上禮為之而莫之應，,"Shàng lǐ wéi zhī ér mò zhī yìng,","Highest ritual takes action, and when none respond to it,","The highest duty acts, and has something it acts for.",proportional-fill
38,8,2,則攘臂而扔之。,zé rǎng bì ér rēng zhī.,then it bares its arms and forces them.,"The highest ritual acts, and no one answers,",proportional
38,9,3,故失道而後德，,"Gù shī dào ér hòu dé,","Therefore, losing the Tao, afterward comes virtue.",so it bares its arms and drags them along.,proportional
38,10,3,失德而後仁，,"Shī dé ér hòu rén,","Losing virtue, afterward comes benevolence.","So when the Tao is lost, then integrity.",proportional
38,11,3,失仁而後義，,"Shī rén ér hòu yì,","Losing benevolence, afterward comes righteousness.","When integrity is lost, then humaneness.",proportional
38,12,3,失義而後禮。,Shī yì ér hòu lǐ.,"Losing righteousness, afterward comes ritual.","When humaneness is lost, then duty.",proportional
38,13,3,夫禮者，忠信之薄，,"Fū lǐ zhě, zhōng xìn zhī bó,","Now ritual is the thinning of loyalty and trustworthiness,","When duty is lost, then ritual.",proportional
38,14,3,而亂之首。,ér luàn zhī shǒu.,and the head of chaos.,"When duty is lost, then ritual.",proportional-fill
38,15,3,前識者，道之華，,"Qián shí zhě, dào zhī huá,","Foreknowledge is the flowery display of the Tao,","Ritual is the thinning of loyalty and trust, and the head of disorder.",proportional
38,16,3,而愚之始。,ér yú zhī shǐ.,and the beginning of foolishness.,"Knowing in advance is the blossom of the Tao, and the beginning of foolishness.",proportional
38,17,4,是以大丈夫處其厚，,"Shì yǐ dà zhàng fū chǔ qí hòu,","Therefore the fully grown person dwells in its thickness,","This is why the great person dwells in the thick, not the thin,",proportional
38,18,4,不居其薄；,bù jū qí bó;,and does not reside in its thinness;,"dwells in the substance, not the blossom.",proportional
38,19,4,處其實，不居其華。,"chǔ qí shí, bù jū qí huá.","Dwells in its fruit, and does not reside in its flowery display.",They let go of what is out there and take what is here.,proportional
38,20,4,故去彼取此。,Gù qù bǐ qǔ cǐ.,Therefore rejects that and takes this.,They let go of what is out there and take what is here.,proportional-fill
39,1,1,昔之得一者：,Xī zhī dé yī zhě,"Of old (in the beginning), these are the things that obtained/connected to the One (一):","From the very beginning, these things draw from the one:",exact-count
39,2,1,天得一以清；,Tiān dé yī yǐ qīng,"Heaven obtained the One, and by it became clear/pure/transparent.",The sky draws from the one and becomes clear.,exact-count
39,3,1,地得一以寧；,Dì dé yī yǐ níng,"Earth obtained the One, and by it became tranquil/solid/stable.",Earth draws from the one and becomes solid.,exact-count
39,4,1,神得一以靈；,Shén dé yī yǐ líng,"The spirits (invisible forces) obtained the One, and by it became numinous/active/alive.",Spirit draws from the one and becomes vital.,exact-count
39,5,1,谷得一以盈；,Gǔ dé yī yǐ yíng,"The valleys obtained the One, and by it became full/replenished.",Valleys draw from the one and become lush.,exact-count
39,6,1,萬物得一以生；,Wàn wù dé yī yǐ shēng,"The ten thousand things obtained the One, and by it came to life/were born.",The countless things draw from the one and come into being.,exact-count
39,7,1,侯王得一以為天下貞。,Hóu wáng dé yī yǐ wéi tiān xià zhēn,"Sovereigns and kings obtained the One, and by it became the true standard/anchor for the world.",Rulers draw from the one and become true anchors for the world.,exact-count
39,8,2,其致之。,Qí zhì zhī,Pushing this to its logical conclusion:,These are the natural consequences:,exact-count
39,9,2,天無以清，將恐裂,"Tiān wú yǐ qīng, jiāng kǒng liè","If heaven lacked clarity, it would shatter/tear.","If the sky lacked clarity, it would be obliterated.",exact-count
39,10,2,地無以寧，將恐發；,"Dì wú yǐ níng, jiāng kǒng fā","If earth lacked stability, it would quake/crumble.","If the earth lacked solidity, it would disintegrate.",exact-count
39,11,2,神無以靈，將恐歇；,"Shén wú yǐ líng, jiāng kǒng xiē","If spirits lacked numinosity, they would dissipate/fade away.","If spirit lacked vitality, it would fade away.",exact-count
39,12,2,谷無以盈，將恐竭；,"Gǔ wú yǐ yíng, jiāng kǒng jié","If valleys lacked fullness, they would dry up/exhaust.","If valleys lacked lushness, they would dry up.",exact-count
39,13,2,萬物無以生，將恐滅；,"Wàn wù wú yǐ shēng, jiāng kǒng miè","If the ten thousand things lacked life, they would go extinct.","If the countless things lacked presence, they would cease to exist.",exact-count
39,14,2,侯王無以貴高，將恐蹶。,"Hóu wáng wú yǐ guì gāo, jiāng kǒng jué","If sovereigns lacked nobility and height (from the root), they would topple/fall.","If rulers lost their anchoring, they would fall.",exact-count
39,15,3,故貴以賤為本,Gù guì yǐ jiàn wéi běn,"Therefore, the noble/expensive takes the lowly/cheap as its root base (本 \- běn).","Therefore, the noble is rooted in the humble.",exact-count
39,16,3,高以下為基。,Gāo yǐ xià wéi jī,The high takes the low as its foundation (基 \- jī),The high is grounded in the low.,exact-count
39,17,3,是以侯王自謂孤、寡、不穀。,"Shì yǐ hóu wáng zì wèi gū, guǎ, bù gǔ","This is why sovereigns and kings call themselves ""orphaned,"" ""widowed,"" and ""unworthy/grainless.""","This is why rulers call themselves orphaned, meager, and unworthy.",exact-count
39,18,3,此非以賤為本邪？非乎？,Cǐ fēi yǐ jiàn wéi běn xié? Fēi hū?,Is this not taking the lowly as the root? Is it not?,Isn’t this recognizing the lowly as the root? Isn’t it?,exact-count
39,19,4,故致數譽無譽。,Gù zhì shù yù wú yù,"Therefore, the highest praise is to have no praise. (Note: some texts translate this as ""taking a chariot apart leaves no chariot,"" but ""highest praise is no praise"" fits the vanity metaphor better).","Therefore, the highest praise is to have no praise.",exact-count
39,20,4,不欲琭琭如玉，,Bù yù lù lù rú yù,"Do not desire to chime and shine like polished jade,",Don’t strive to chime and shine like polished jade.,exact-count
39,21,4,珞珞如石。,Luò luò rú shí,\[But rather\] clatter and remain rough like common stone.,"Instead, clatter and remain rough like common stone.",exact-count
40,1,1,反者道之動,Fǎn zhě dào zhī dòng,Returning/Reversion ( Fǎn ) is the movement ( dòng ) of the Tao;,Returning is the Tao’s movement;,exact-count
40,2,1,弱者道之用。,Ruò zhě dào zhī yòng,Weakness/Yielding ( Ruò ) is the function/application ( yòng ) of the Tao.,Yielding is the Tao’s use.,exact-count
40,3,2,天下萬物生於有，,Tiān xià wàn wù shēng yú yǒu,The ten thousand things under heaven ( Wàn wù ) are born from Being/Presence ( Yǒu );,The countless things of the world are born from presence;,exact-count
40,4,2,有生於無。,Yǒu shēng yú wú,Being/Presence ( Yǒu ) is born from Non-Being/The Void ( Wú ).,Presence is born from absence.,exact-count
41,1,1,上士聞道，勤而行之；,"Shàng shì wén dào, qín ér xíng zhī","Top-tier scholars/users ( Shàng shì ) hear the Tao, diligently practice/execute it ( xíng zhī ).",The highest student hears the Tao and practices it with diligence.,exact-count
41,2,1,中士聞道，若存若亡；,"Zhōng shì wén dào, ruò cún ruo wáng","Mid-tier scholars/users ( Zhōng shì ) hear the Tao, seemingly keep/preserve it ( cún ), seemingly lose/forget it ( wáng ).","The average student hears the Tao and keeps some, forgets some.",exact-count
41,3,1,下士聞道，大笑之。,"Xià shì wén dào, dà xiào zhī","Low-tier scholars/users ( Xià shì ) hear the Tao, laugh loudly at it.",The lowest student hears the Tao and laughs aloud at it.,exact-count
41,4,1,不笑不足以為道。,Bù xiào bù zú yǐ wéi dào,"If it were not laughed at, it would not be sufficient ( zú ) to function as ( wéi ) the Tao.","If it weren’t laughed at, the Tao wouldn’t be what it is.",exact-count
41,5,2,故建言有之：,Gù jiàn yán yǒu zhī:,Therefore established sayings have it:,"Therefore, it is said:",exact-count
41,6,2,明道若昧，進道若退，夷道若纇。,"Míng dào ruò mèi, jìn dào ruò tuì, yí dào ruò lèi.","The bright Tao seems dark/obscure, the advancing Tao seems to retreat, the level/smooth Tao seems rough/uneven.","Bright Tao seems dark, advancing Tao seems to retreat, smooth Tao seems rough.",exact-count
41,7,2,上德若谷，大白若辱，,"Shàng dé ruò gǔ, dà bái ruò rǔ,","Highest capacity/virtue seems like a valley, great white/purity seems disgraced/soiled.","The highest integrity seems like a valley, and true purity seems soiled.",exact-count
41,8,2,廣德若不足，建德若偷，質真若渝。,"Guǎng dé ruò bù zú, jiàn dé ruò tōu, zhì zhēn ruò yú.","Broad capacity seems insufficient, established capacity seems stealthy/shirking, pure substance seems to fade/change.","Vast integrity seems insufficient, well-founded integrity seems slack, and the most solid truth seems to waver.",exact-count
41,9,3,大方無隅，大器晚成，,"Dà fāng wú yú, dà qì wǎn chéng,","The great square has no corners, the great tool/vessel is late to compile/complete.","The great square has no corners, the great vessel is never completed,",exact-count
41,10,3,大音希聲，大象無形。,"Dà yīn xī shēng, dà xiàng wú xíng.","The great sound has sparse sound, the great form/image has no shape.","The great sound can barely be heard, the great image has no form.",exact-count
41,11,4,道隱無名。,Dào yǐn wú míng.,The Tao is hidden and lacks a name/ledger.,The Tao is hidden and nameless.,exact-count
41,12,4,夫唯道，善貸且成。,"Fú wéi dào, shàn dài qiě chéng.",Yet only the Tao is masterful ( Shàn ) at lending/initiating and compiling/completing ( Chéng ).,Yet the Tao alone masterfully provides for the countless things and brings them to completion.,exact-count
42,1,1,道生一，一生二，二生三，三生萬物。,"Dào shēng yī, yī shēng èr, èr shēng sān, sān shēng wàn wù.","The Tao generates the One, the One generates the Two, the Two generates the Three, the Three generates the ten thousand things.","The Tao births the one, the one births the two, the two births the three, the three births the countless things.",exact-count
42,2,1,萬物負陰而抱陽，沖氣以為和。,"Wàn wù fù yīn ér bào yáng, chōng qì yǐ wéi hé.","The ten thousand things carry Yin on their backs and embrace Yang, blending the vital breath (qi) to achieve harmony.","The countless things carry yin on their backs and embrace yang with their arms, blending the vital breath into harmony.",exact-count
42,3,2,人之所惡，唯孤、寡、不穀，,"Rén zhī suǒ wù, wéi gū, guǎ, bù gǔ,","What people despise are 'orphaned,' 'widowed,' and 'unworthy/grainless',","What most people hate is to be called orphaned, meager, or unworthy,",exact-count
42,4,2,而王公以為稱。,ér wáng gōng yǐ wéi chēng.,yet kings and dukes use these as their titles.,Yet rulers and lords take these very descriptions for themselves.,exact-count
42,5,3,故物或損之而益，或益之而損。,"Gù wù huò sǔn zhī ér yì, huò yì zhī ér sǔn.","Therefore, things might be diminished and yet increase, or be increased and yet diminish.","For so it is: what is decreased is thereby increased, and what is increased is thereby decreased.",exact-count
42,6,4,人之所教，我亦教之。,"Rén zhī suǒ jiào, wǒ yì jiào zhī.","What others teach, I also teach.","What others teach, I also teach:",exact-count
42,7,4,強梁者不得其死，,"Qiáng liáng zhě bù dé qí sǐ,","The violent and rigid do not meet their natural death,",The strong and rigid do not die a natural death.,exact-count
42,8,4,吾將以為教父。,Wú jiāng yǐ wéi jiào fù.,I will take this as the father of my teaching.,I take this as the root of learning.,exact-count
43,1,1,天下之至柔，馳騁天下之至堅。,"Tiān xià zhī zhì róu, chí chěng tiān xià zhī zhì jiān.",The softest thing in the world dashes/gallops through the hardest thing in the world.,The softest thing in the world gallops over the hardest thing in the world.,exact-count
43,2,1,無有入無間，,"Wú yǒu rù wú jiàn,","That which has no physical presence (wu you) enters where there is no space/gap (wu jian),",The formless enters the seamless.,exact-count
43,3,1,吾是以知無為之有益。,Wú shì yǐ zhī wú wéi zhī yǒu yì.,Therefore I know the benefit/advantage of zero-friction execution (wu wei).,This is how I know the benefit of non-doing.,exact-count
43,4,2,不言之教，無為之益，,"Bù yán zhī jiào, wú wéi zhī yì,","The teaching without words, the benefit of zero-friction execution,","The wordless teaching, the benefit of non-doing —",exact-count
43,5,2,天下希及之。,Tiān xià xī jí zhī.,few in the world can reach/match it.,few ever reach this.,exact-count
44,1,1,名與身孰親？,Míng yǔ shēn shú qīn?,"Fame/Name or the body/self, which is closer/dearer?",Reputation or your self — which is dearer?,exact-count
44,2,1,身與貨孰多？,Shēn yǔ huò shú duō?,"The body/self or wealth/goods, which is more/worth more?",Your self or goods — which is worth more?,exact-count
44,3,1,得與亡孰病？,Dé yǔ wáng shú bìng?,"Gaining or losing, which is the disease/harm?",Gain or loss — which does more harm?,exact-count
44,4,2,是故甚愛必大費，,"Shì gù shèn ài bì dà fèi,","Therefore, extreme love/attachment must lead to great expenditure/waste,","Therefore, extreme attachment inevitably brings great cost",exact-count
44,5,2,多藏必厚亡。,Duō cáng bì hòu wáng.,Heavy hoarding must lead to massive loss.,And hoarding inevitably brings heavy loss.,exact-count
44,6,3,知足不辱，,"Zhī zú bù rǔ,","Knowing sufficiency/enough, one avoids disgrace,","Know when you have enough, and you are never disgraced.",exact-count
44,7,3,知止不殆，,"Zhī zhǐ bù dài,","Knowing when to stop, one avoids danger/exhaustion,","Know when to stop, and you come to no danger.",exact-count
44,8,3,可以長久。,Kě yǐ cháng jiǔ.,Thus one can endure long.,And so you can last long.,exact-count
45,1,1,大成若缺，其用不弊。,"Dà chéng ruò quē, qí yòng bù bì.","Great perfection/compilation seems flawed/lacking, yet its function/utility is never impaired.","Great completeness seems deficient, yet when used, it never wears out.",exact-count
45,2,1,大盈若沖，其用不窮。,"Dà yíng ruò chōng, qí yòng bù qióng.","Great fullness seems empty/hollow, yet its function/utility is never exhausted.","Great fullness seems empty, yet when used, it never runs dry.",exact-count
45,3,2,大直若屈，,"Dà zhí ruò qū,","Great straightness seems bent/crooked,",Great straightness seems crooked.,exact-count
45,4,2,大巧若拙，,"Dà qiǎo ruò zhuō,","Great skill seems clumsy/clunky,",Great skill seems clumsy.,exact-count
45,5,2,大辯若訥。,Dà biàn ruò nè.,Great eloquence seems stuttering/awkward.,Great argument seems halting.,exact-count
45,6,3,躁勝寒，靜勝熱。,"Zào shèng hán, jìng shèng rè.","Agitation/Movement overcomes cold, stillness overcomes heat.",Movement overcomes cold; stillness overcomes heat.,exact-count
45,7,3,清靜為天下正。,Qīng jìng wéi tiān xià zhèng.,Clarity and stillness function as the standard/ruler for the world.,Clear stillness brings order to the world.,exact-count
46,1,1,天下有道，卻走馬以糞。,"Tiān xià yǒu dào, què zǒu mǎ yǐ fèn.","When the world has the Tao, swift horses are retired to fertilize fields with their dung.","When the world embraces the Tao, swift horses are retired to work the fields.",exact-count
46,2,1,天下無道，戎馬生於郊。,"Tiān xià wú dào, róng mǎ shēng yú jiāo.","When the world lacks the Tao, war horses are bred in the suburbs/borders.","When the world lacks the Tao, war horses are bred in the borderlands.",exact-count
46,3,2,禍莫大於不知足；,Huò mò dà yú bù zhī zú;,There is no disaster greater than not knowing sufficiency.,"There is no greater disaster than discontent,",exact-count
46,4,2,咎莫大於欲得。,Jiù mò dà yú yù dé.,There is no fault/flaw greater than the desire to acquire.,No greater fault than craving to acquire.,exact-count
46,5,2,故知足之足，常足矣。,"Gù zhī zú zhī zú, cháng zú yǐ.","Therefore, the sufficiency of knowing sufficiency is eternally sufficient.",And so the contentment of knowing you have enough is ever-present contentment.,exact-count
47,1,1,不出戶，知天下；,"Bù chū hù, zhī tiān xià;","Without going out the door, one can know the world;","Without leaving home, you know the whole world. / Without looking out the window, you see the way of nature.",proportional
47,2,1,不闚牖，見天道。,"Bù kuī yǒu, jiàn tiān dào.","Without looking through the window, one can see the Tao of heaven.","The further out you venture, the less you know.",proportional
47,3,1,其出彌遠，其知彌少。,"Qí chū mí yuǎn, qí zhī mí shǎo.","The further one goes out, the less one knows.","Therefore, the sage knows without venturing,",proportional
47,4,2,是以聖人不行而知，,"Shì yǐ shèng rén bù xíng ér zhī,","Therefore the Sage knows without traveling,","understands clearly without seeing,",proportional
47,5,2,不見而明，不為而成。,"Bù jiàn ér míng, bù wéi ér chéng.","understands/sees clearly without looking, compiles/completes without forcing action.",and accomplishes without acting.,proportional
48,1,1,為學日益，為道日損。,"Wéi xué rì yì, wéi dào rì sǔn.","Pursuing study/learning, one increases daily; pursuing the Tao, one decreases daily.","In pursuit of learning, you increase daily; / in pursuit of the Tao, you decrease daily.",proportional
48,2,1,損之又損，以至於無為。,"Sǔn zhī yòu sǔn, yǐ zhì yú wú wéi.","Decreasing and decreasing again, until reaching zero-friction execution (wu wei).","Decreasing and decreasing, until you reach non-doing.",proportional
48,3,1,無為而無不為。,Wú wéi ér wú bù wéi.,"Zero-friction execution, yet nothing is left undone/unexecuted.","Non-doing, yet nothing is left undone.",proportional
48,4,2,取天下常以無事，,"Qǔ tiān xià cháng yǐ wú shì,","Taking (qu) the world is always (chang) by means of no-undertaking (wu shi),",The world always comes to you by not meddling with it.,proportional
48,5,2,及其有事，不足以取天下。,"Jí qí yǒu shì, bù zú yǐ qǔ tiān xià.","Once there is undertaking (you shi), that is not enough (bu zu) to take the world.","The moment you meddle, it stops coming.",proportional
49,1,1,聖人無常心，以百姓心為心。,"Shèng rén wú cháng xīn, yǐ bǎi xìng xīn wéi xīn.","The Sage has no constant/fixed mind, takes the people's mind as their mind.",The sage has no fixed heart; / they take the heart of the people as their own.,proportional
49,2,1,善者，吾善之；,"Shàn zhě, wú shàn zhī;","The masterful ones (shan zhe), I count as masterful (shan zhi — shan used as a verb, ""to reckon as shan"");","The masterful, I count as masterful;",proportional
49,3,1,不善者，吾亦善之；,"Bù shàn zhě, wú yì shàn zhī;","The unmasterful, I also (yi) count as masterful;","the unmasterful, I count as masterful too.",proportional
49,4,1,德善。,Dé shàn.,"Integrity (de) is mastery (shan). Two characters, no verb and no causal word.","Integrity is mastery. / The trustworthy, I trust;",proportional
49,5,2,信者，吾信之；,"Xìn zhě, wú xìn zhī;","Those who are reliable/trustworthy, I trust/rely on;","the untrustworthy, I trust as well.",proportional
49,6,2,不信者，吾亦信之；,"Bù xìn zhě, wú yì xìn zhī;","Those who are unreliable/untrustworthy, I also trust/rely on;",Integrity is trust.,proportional
49,7,2,德信。,Dé xìn.,Integrity is trust (xin).,"In the world, the sage breathes gently; / for the sake of the world, they let their heart go muddy.",proportional
49,8,3,聖人在天下，歙歙焉，為天下渾其心，,"Shèng rén zài tiān xià, xī xī yān, wéi tiān xià hún qí xīn,","The sage in the world breathes gently (xi xi — to draw in); for the sake of the world, muddies (hun) their heart (xin).","The people pour out their attention, all eyes and ears;",proportional
49,9,3,百姓皆注其耳目，聖人皆孩之。,"Bǎi xìng jiē zhù qí ěr mù, shèng rén jiē hái zhī.","The people all pour (zhu) their ears and eyes; the sage sees them all as hai (an infant — the Shuowen glosses its older form as ""a small child's laugh"").",the sage sees them pure as infants.,proportional
50,1,1,出生入死。,Chū shēng rù sǐ.,"Emerge into life, enter into death.","Emerge into life, enter into death.",exact-count
50,2,1,生之徒，十有三；,"Shēng zhī tú, shí yǒu sān;",The followers of life are three in ten;,Three in ten people are followers of life.,exact-count
50,3,1,死之徒，十有三；,"Sǐ zhī tú, shí yǒu sān;",The followers of death are three in ten;,Three in ten are followers of death.,exact-count
50,4,1,人之生，動之於死地，亦十有三。,"Rén zhī shēng, dòng zhī yú sǐ dì, yì shí yǒu sān.",People whose lives move them toward the realm of death are also three in ten.,"Three in ten, though alive, move toward deadly ground.",exact-count
50,5,1,夫何故？以其生生之厚。,Fú hé gù? Yǐ qí shēng shēng zhī hòu.,For what reason? Because they live their lives too thickly (with excessive attachment).,Why? Because they cling too tightly to life.,exact-count
50,6,2,蓋聞善攝生者，,"Gài wén shàn shè shēng zhě,","It has been said that one who is expert at preserving life,",It’s been said that one who truly tends life,exact-count
50,7,2,陸行不遇兕虎，,"Lù xíng bù yù sì hǔ,","Traveling on land, does not encounter rhinos or tigers,","can travel the land without meeting rhinos or tigers,",exact-count
50,8,2,入軍不被甲兵；,Rù jūn bù pèi jiǎ bīng;,"Entering an army/battle, is not touched by armor or weapons;",and can enter into battle unharmed by weapons.,exact-count
50,9,2,兕無所投其角，,"Sì wú suǒ tóu qí jiǎo,","The rhino has nowhere to thrust its horn,","The rhino’s horn has nowhere to thrust,",exact-count
50,10,2,虎無所用其爪，,"Hǔ wú suǒ yòng qí zhǎo,","The tiger has nowhere to use its claws,","the tiger’s claws have nowhere to tear into,",exact-count
50,11,2,兵無所容其刃。,Bīng wú suǒ róng qí rèn.,The weapon has nowhere to house its blade.,the weapon blades have nothing to cut.,exact-count
50,12,2,夫何故？以其無死地。,Fú hé gù? Yǐ qí wú sǐ dì.,For what reason? Because in them there is no realm of death (no fatal vulnerability).,Why? Because they give death no foothold.,exact-count
51,1,1,道生之，德畜之，,"Dào shēng zhī, dé xù zhī,","The Tao generates them, the Te/Virtue nourishes them,","The Tao gives birth to the countless things, integrity rears them, / matter forms them, circumstance completes them.",proportional
51,2,1,物形之，勢成之。,"Wù xíng zhī, shì chéng zhī.","Matter/Physical entities give them form, momentum/circumstance completes/compiles them.","Therefore the countless things, without exception, revere the Tao and value integrity.",proportional
51,3,1,是以萬物莫不尊道而貴德。,Shì yǐ wàn wù mò bù zūn dào ér guì dé.,Therefore the ten thousand things cannot but revere the Tao and value the Te.,"This reverence for the Tao, this valuing of integrity — no one commands it.",proportional
51,4,1,道之尊，德之貴，,"Dào zhī zūn, dé zhī guì,","The reverence for the Tao, the valuing of the Te,","It is always so, of itself.",proportional
51,5,1,夫莫之命而常自然。,Fú mò zhī mìng ér cháng zì rán.,"Is not commanded/ordered by anyone, but is eternally spontaneous/autonomous (zi ran).","Thus, the Tao births the countless things and integrity rears them, / grows and raises them, settles and matures them, nourishes and protects them.",proportional
51,6,2,故道生之，德畜之；,"Gù dào shēng zhī, dé xù zhī;","Therefore the Tao generates them, the Te nourishes them;","Giving birth without possessing,",proportional
51,7,2,長之育之；亭之毒之；養之覆之。,Zhǎng zhī yù zhī; tíng zhī dú zhī; yǎng zhī fù zhī.,"Grows them, rears them; shapes them, matures them; sustains them, covers/protects them.","acting yet relying on nothing,",proportional
51,8,2,生而不有，為而不恃，長而不宰。,"Shēng ér bù yǒu, wéi ér bù shì, zhǎng ér bù zǎi.","Generating but not possessing/owning, executing/acting but not depending/relying, growing/leading but not dominating/ruling.",leading without mastering –,proportional
51,9,2,是謂玄德。,Shì wèi xuán dé.,This is called Profound/Dark Virtue (Te).,this is called profound integrity.,proportional
52,1,1,天下有始，以為天下母。,"Tiān xià yǒu shǐ, yǐ wéi tiān xià mǔ.","The world has a beginning, which serves as the mother of the world.","The world has an origin, which serves as the mother of the world. / Find our mother, and you know her children.",proportional
52,2,1,既得其母，以知其子；,"Jì dé qí mǔ, yǐ zhī qí zǐ;","Having obtained/known the mother, one thereby knows the children/offspring;","Know her children, return and hold fast to our mother,",proportional
52,3,1,既知其子，復守其母，没身不殆。,"Jì zhī qí zǐ, fù shǒu qí mǔ, mò shēn bù dài.","Having known the children, returning to guard the mother, to the end of one's life there is no danger.","and to the end of your days, no danger will find you. / Block the openings, close the doors, and all your life will be struggle-free.",proportional
52,4,2,塞其兌，閉其門，終身不勤。,"Sè qí duì, bì qí mén, zhōng shēn bù qín.","Block the openings, close the doors, to the end of life one does not toil/struggle.","Open the openings, multiply your affairs, and your life is beyond saving.",proportional
52,5,2,開其兌，濟其事，終身不救。,"Kāi qí duì, ji qí shì, zhōng shēn bù jiù.","Open the openings, multiply affairs/tasks, to the end of life one is beyond rescue.",To recognize things in their smallest form is clear-seeing.,proportional
52,6,3,見小曰明，守柔曰強。,"Jiàn xiǎo yuē míng, shǒu róu yuē qiáng.","Seeing the small is called clarity/illumination, guarding the soft/yielding is called strength.","To stay with the soft is called strong. / Use the outer light, return to your inner clarity,",proportional
52,7,3,用其光，復歸其明，無遺身殃；,"Yòng qí guāng, fù guī qí míng, wú yí shēn yāng;","Use the light, return to the clarity/illumination, leaving no disaster for the body;",and you bring no calamity upon yourself.,proportional
52,8,3,是謂襲常。,Shì wèi xí cháng.,This is called inheriting/practicing the constant.,This is called holding the ever-present covered.,proportional
53,1,1,使我介然有知，行於大道，唯施是畏。,"Shǐ wǒ jiè rán yǒu zhī, xíng yú dà dào, wéi shī shì wèi.","If I had just a little knowledge, walking on the Great Tao, my only fear would be straying/deviating from it.","If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it.",exact-count
53,2,1,大道甚夷，而人好徑。,"Dà dào shèn yí, ér rén hào jìng.","The Great Tao is very level/smooth, yet people love the bypaths/shortcuts.","The great Tao is very level, yet people love to take shortcuts.",exact-count
53,3,2,朝甚除，田甚蕪，倉甚虛；,"Cháo shèn chú, tián shèn wú, cāng shèn xū;","The courts are highly maintained/clean, the fields are overgrown with weeds, the granaries are completely empty;","The courts are immaculate, the fields are choked with weeds, the granaries are empty;",exact-count
53,4,2,服文綵，帶利劍，厭飲食，財貨有餘；,"Fú wén cǎi, dài lì jiàn, yàn yǐn shí, cái huò yǒu yú;","Wearing patterned and colorful clothes, carrying sharp swords, satiated with food and drink, possessing excess wealth and goods;","Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods —",exact-count
53,5,2,是謂盜夸。非道也哉！,Shì wèi dào kuā. Fēi dào yě zāi\!,This is called the boasting of thieves. It is not the Tao\!,This exposes the ringleader of thieves. It is not the Tao\!,exact-count
54,1,1,善建者不拔，善抱者不脫，子孫以祭祀不輟。,"Shàn jiàn zhě bù bá, shàn bào zhě bù tuō, zǐ sūn yǐ jì sì bù chuò.","What is masterfully established cannot be uprooted, what is masterfully embraced cannot slip away, descendants will offer sacrifices/worship without ceasing.",What is masterfully planted cannot be uprooted. / What is masterfully embraced cannot slip away.,proportional
54,2,2,修之於身，其德乃真；,"Xiū zhī yú shēn, qí dé nǎi zhēn;","Cultivate it in the self/body, its Virtue/Power becomes true/genuine;","Descendants will never cease offering sacrifices honoring this. / Cultivate this in your body, and its integrity becomes authentic.",proportional
